DATAFLOW,SEXP: Sex,LTHP: Type of long-term health condition,AGEP: Age,REGION: Region,REGION_TYPE: Region Type,STATE: State,TIME_PERIOD: Time Period,OBS_VALUE
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3284: 3284,POA: Postal Areas,2: Victoria,2021,351
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4354: 4354,POA: Postal Areas,3: Queensland,2021,119
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6468: 6468,POA: Postal Areas,5: Western Australia,2021,6
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2720: 2720,POA: Postal Areas,1: New South Wales,2021,712
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4153: 4153,POA: Postal Areas,3: Queensland,2021,341
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6513: 6513,POA: Postal Areas,5: Western Australia,2021,12
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2628: 2628,POA: Postal Areas,1: New South Wales,2021,194
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5582: 5582,POA: Postal Areas,4: South Australia,2021,70
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5268: 5268,POA: Postal Areas,4: South Australia,2021,265
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2067: 2067,POA: Postal Areas,1: New South Wales,2021,1175
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2456: 2456,POA: Postal Areas,1: New South Wales,2021,1678
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3730: 3730,POA: Postal Areas,2: Victoria,2021,976
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6716: 6716,POA: Postal Areas,5: Western Australia,2021,48
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4854: 4854,POA: Postal Areas,3: Queensland,2021,340
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5210: 5210,POA: Postal Areas,4: South Australia,2021,190
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4109: 4109,POA: Postal Areas,3: Queensland,2021,2183
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6357: 6357,POA: Postal Areas,5: Western Australia,2021,3
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2551: 2551,POA: Postal Areas,1: New South Wales,2021,370
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3910: 3910,POA: Postal Areas,2: Victoria,2021,2515
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5415: 5415,POA: Postal Areas,4: South Australia,2021,14
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,0839: 0839,POA: Postal Areas,7: Northern Territory,2021,25
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3450: 3450,POA: Postal Areas,2: Victoria,2021,867
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2103: 2103,POA: Postal Areas,1: New South Wales,2021,655
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4461: 4461,POA: Postal Areas,3: Queensland,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3216: 3216,POA: Postal Areas,2: Victoria,2021,6417
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4403: 4403,POA: Postal Areas,3: Queensland,2021,69
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6420: 6420,POA: Postal Areas,5: Western Australia,2021,6
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4280: 4280,POA: Postal Areas,3: Queensland,2021,2140
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2133: 2133,POA: Postal Areas,1: New South Wales,2021,722
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2207: 2207,POA: Postal Areas,1: New South Wales,2021,1685
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3165: 3165,POA: Postal Areas,2: Victoria,2021,2055
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6022: 6022,POA: Postal Areas,5: Western Australia,2021,436
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5008: 5008,POA: Postal Areas,4: South Australia,2021,1450
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4575: 4575,POA: Postal Areas,3: Queensland,2021,2506
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3831: 3831,POA: Postal Areas,2: Victoria,2021,191
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2880: 2880,POA: Postal Areas,1: New South Wales,2021,2122
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7264: 7264,POA: Postal Areas,6: Tasmania,2021,82
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2330: 2330,POA: Postal Areas,1: New South Wales,2021,2135
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3065: 3065,POA: Postal Areas,2: Victoria,2021,1266
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5120: 5120,POA: Postal Areas,4: South Australia,2021,213
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2780: 2780,POA: Postal Areas,1: New South Wales,2021,1776
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2032: 2032,POA: Postal Areas,1: New South Wales,2021,1025
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3355: 3355,POA: Postal Areas,2: Victoria,2021,2013
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5021: 5021,POA: Postal Areas,4: South Australia,2021,538
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6125: 6125,POA: Postal Areas,5: Western Australia,2021,278
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2663: 2663,POA: Postal Areas,1: New South Wales,2021,437
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6271: 6271,POA: Postal Areas,5: Western Australia,2021,339
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5660: 5660,POA: Postal Areas,4: South Australia,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3589: 3589,POA: Postal Areas,2: Victoria,2021,14
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3941: 3941,POA: Postal Areas,2: Victoria,2021,1362
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3892: 3892,POA: Postal Areas,2: Victoria,2021,137
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2448: 2448,POA: Postal Areas,1: New South Wales,2021,1176
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2756: 2756,POA: Postal Areas,1: New South Wales,2021,3139
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4358: 4358,POA: Postal Areas,3: Queensland,2021,309
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6228: 6228,POA: Postal Areas,5: Western Australia,2021,13
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6414: 6414,POA: Postal Areas,5: Western Australia,2021,4
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3711: 3711,POA: Postal Areas,2: Victoria,2021,45
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7268: 7268,POA: Postal Areas,6: Tasmania,2021,121
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3225: 3225,POA: Postal Areas,2: Victoria,2021,465
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2155: 2155,POA: Postal Areas,1: New South Wales,2021,3654
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3375: 3375,POA: Postal Areas,2: Victoria,2021,23
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5235: 5235,POA: Postal Areas,4: South Australia,2021,270
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3858: 3858,POA: Postal Areas,2: Victoria,2021,282
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6175: 6175,POA: Postal Areas,5: Western Australia,2021,373
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2105: 2105,POA: Postal Areas,1: New South Wales,2021,116
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6718: 6718,POA: Postal Areas,5: Western Australia,2021,36
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4741: 4741,POA: Postal Areas,3: Queensland,2021,439
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2600: 2600,POA: Postal Areas,8: Australian Capital Territory,2021,586
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5306: 5306,POA: Postal Areas,4: South Australia,2021,4
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6442: 6442,POA: Postal Areas,5: Western Australia,2021,207
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4521: 4521,POA: Postal Areas,3: Queensland,2021,500
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4110: 4110,POA: Postal Areas,3: Queensland,2021,1204
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4014: 4014,POA: Postal Areas,3: Queensland,2021,1245
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7325: 7325,POA: Postal Areas,6: Tasmania,2021,939
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3113: 3113,POA: Postal Areas,2: Victoria,2021,590
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6343: 6343,POA: Postal Areas,5: Western Australia,2021,3
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6479: 6479,POA: Postal Areas,5: Western Australia,2021,44
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5034: 5034,POA: Postal Areas,4: South Australia,2021,950
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4216: 4216,POA: Postal Areas,3: Queensland,2021,3371
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2329: 2329,POA: Postal Areas,1: New South Wales,2021,188
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3816: 3816,POA: Postal Areas,2: Victoria,2021,356
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3673: 3673,POA: Postal Areas,2: Victoria,2021,161
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5731: 5731,POA: Postal Areas,4: South Australia,2021,6
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4717: 4717,POA: Postal Areas,3: Queensland,2021,348
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5653: 5653,POA: Postal Areas,4: South Australia,2021,5
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3635: 3635,POA: Postal Areas,2: Victoria,2021,65
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2203: 2203,POA: Postal Areas,1: New South Wales,2021,1629
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5170: 5170,POA: Postal Areas,4: South Australia,2021,145
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5401: 5401,POA: Postal Areas,4: South Australia,2021,90
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2477: 2477,POA: Postal Areas,1: New South Wales,2021,1308
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3940: 3940,POA: Postal Areas,2: Victoria,2021,741
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4678: 4678,POA: Postal Areas,3: Queensland,2021,59
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2626: 2626,POA: Postal Areas,1: New South Wales,2021,51
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4306: 4306,POA: Postal Areas,3: Queensland,2021,4340
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4497: 4497,POA: Postal Areas,3: Queensland,2021,20
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3506: 3506,POA: Postal Areas,2: Victoria,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3953: 3953,POA: Postal Areas,2: Victoria,2021,766
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,0872: 0872,POA: Postal Areas,7: Northern Territory,2021,330
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4883: 4883,POA: Postal Areas,3: Queensland,2021,801
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5418: 5418,POA: Postal Areas,4: South Australia,2021,4
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4064: 4064,POA: Postal Areas,3: Queensland,2021,1244
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4874: 4874,POA: Postal Areas,3: Queensland,2021,190
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4410: 4410,POA: Postal Areas,3: Queensland,2021,146
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2397: 2397,POA: Postal Areas,1: New South Wales,2021,12
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3102: 3102,POA: Postal Areas,2: Victoria,2021,446
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3162: 3162,POA: Postal Areas,2: Victoria,2021,1617
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5142: 5142,POA: Postal Areas,4: South Australia,2021,41
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5631: 5631,POA: Postal Areas,4: South Australia,2021,76
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5112: 5112,POA: Postal Areas,4: South Australia,2021,2913
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3186: 3186,POA: Postal Areas,2: Victoria,2021,1470
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2115: 2115,POA: Postal Areas,1: New South Wales,2021,868
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4754: 4754,POA: Postal Areas,3: Queensland,2021,193
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2655: 2655,POA: Postal Areas,1: New South Wales,2021,170
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2611: 2611,POA: Postal Areas,8: Australian Capital Territory,2021,3393
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6646: 6646,POA: Postal Areas,5: Western Australia,2021,25
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6571: 6571,POA: Postal Areas,5: Western Australia,2021,0
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4824: 4824,POA: Postal Areas,3: Queensland,2021,157
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3358: 3358,POA: Postal Areas,2: Victoria,2021,365
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2145: 2145,POA: Postal Areas,1: New South Wales,2021,4036
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5473: 5473,POA: Postal Areas,4: South Australia,2021,76
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5075: 5075,POA: Postal Areas,4: South Australia,2021,895
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3152: 3152,POA: Postal Areas,2: Victoria,2021,2500
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5083: 5083,POA: Postal Areas,4: South Australia,2021,689
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6280: 6280,POA: Postal Areas,5: Western Australia,2021,2989
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3414: 3414,POA: Postal Areas,2: Victoria,2021,204
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6556: 6556,POA: Postal Areas,5: Western Australia,2021,195
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2380: 2380,POA: Postal Areas,1: New South Wales,2021,903
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3446: 3446,POA: Postal Areas,2: Victoria,2021,140
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3766: 3766,POA: Postal Areas,2: Victoria,2021,146
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4420: 4420,POA: Postal Areas,3: Queensland,2021,66
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5571: 5571,POA: Postal Areas,4: South Australia,2021,168
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5108: 5108,POA: Postal Areas,4: South Australia,2021,4689
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5556: 5556,POA: Postal Areas,4: South Australia,2021,552
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3740: 3740,POA: Postal Areas,2: Victoria,2021,87
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5483: 5483,POA: Postal Areas,4: South Australia,2021,26
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2706: 2706,POA: Postal Areas,1: New South Wales,2021,117
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4820: 4820,POA: Postal Areas,3: Queensland,2021,799
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3806: 3806,POA: Postal Areas,2: Victoria,2021,4113
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6061: 6061,POA: Postal Areas,5: Western Australia,2021,3181
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4454: 4454,POA: Postal Areas,3: Queensland,2021,51
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4673: 4673,POA: Postal Areas,3: Queensland,2021,69
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3451: 3451,POA: Postal Areas,2: Victoria,2021,613
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5330: 5330,POA: Postal Areas,4: South Australia,2021,269
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2359: 2359,POA: Postal Areas,1: New South Wales,2021,71
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3126: 3126,POA: Postal Areas,2: Victoria,2021,565
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5138: 5138,POA: Postal Areas,4: South Australia,2021,16
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4405: 4405,POA: Postal Areas,3: Queensland,2021,1550
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6304: 6304,POA: Postal Areas,5: Western Australia,2021,156
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6521: 6521,POA: Postal Areas,5: Western Australia,2021,9
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4159: 4159,POA: Postal Areas,3: Queensland,2021,1475
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2825: 2825,POA: Postal Areas,1: New South Wales,2021,139
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2164: 2164,POA: Postal Areas,1: New South Wales,2021,1216
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2558: 2558,POA: Postal Areas,1: New South Wales,2021,911
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7117: 7117,POA: Postal Areas,6: Tasmania,2021,108
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6149: 6149,POA: Postal Areas,5: Western Australia,2021,1258
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3051: 3051,POA: Postal Areas,2: Victoria,2021,1648
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4558: 4558,POA: Postal Areas,3: Queensland,2021,2341
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3630: 3630,POA: Postal Areas,2: Victoria,2021,3457
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6285: 6285,POA: Postal Areas,5: Western Australia,2021,780
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6447: 6447,POA: Postal Areas,5: Western Australia,2021,9
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2766: 2766,POA: Postal Areas,1: New South Wales,2021,922
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3812: 3812,POA: Postal Areas,2: Victoria,2021,196
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2481: 2481,POA: Postal Areas,1: New South Wales,2021,924
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,7258: 7258,POA: Postal Areas,6: Tasmania,2021,76
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6370: 6370,POA: Postal Areas,5: Western Australia,2021,21
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3325: 3325,POA: Postal Areas,2: Victoria,2021,64
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3190: 3190,POA: Postal Areas,2: Victoria,2021,1058
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,0846: 0846,POA: Postal Areas,7: Northern Territory,2021,12
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,2739: 2739,POA: Postal Areas,1: New South Wales,2021,123
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,4341: 4341,POA: Postal Areas,3: Queensland,2021,2136
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3705: 3705,POA: Postal Areas,2: Victoria,2021,21
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,6009: 6009,POA: Postal Areas,5: Western Australia,2021,1328
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,5044: 5044,POA: Postal Areas,4: South Australia,2021,959
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3621: 3621,POA: Postal Areas,2: Victoria,2021,219
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3537: 3537,POA: Postal Areas,2: Victoria,2021,98
ABS:C21_G19_POA(1.0.0),3: Persons,91: Mental health condition (including depression or anxiety),_T: Total,3965: 3965,POA: Postal Areas,2: Victoria,2021,18
